fts_cohort,fts_sub_consolidated,free_trial_fts,non_uploader,fts_refund_chargeback,renewal_refund_chargeback,renewal_gross,fts_gross,fts_net,renewal_net,net_gross_retention,net_net_retention,gross_gross_retention,gross_net_retention,predicted_retention
2018-12-01,plus yearly,1,1,5,0.0,15.0,28,23.0,15.0,0.5357142857142857,0.6521739130434783,0.5357142857142857,0.6521739130434783,0
2018-12-01,premium yearly,0,0,12,8.0,109.0,147,135.0,101.0,0.6870748299319728,0.7481481481481481,0.7414965986394558,0.8074074074074075,0
2018-12-01,premium yearly,0,1,18,8.0,95.0,177,159.0,87.0,0.4915254237288136,0.5471698113207547,0.536723163841808,0.5974842767295597,0
2018-12-01,pro,0,0,84,36.0,1097.0,1446,1362.0,1061.0,0.7337482710926694,0.7790014684287812,0.7586445366528354,0.8054331864904553,0
2018-12-01,pro,0,1,64,20.0,502.0,683,619.0,482.0,0.705710102489019,0.778675282714055,0.7349926793557833,0.8109854604200323,0
2018-12-01,pro,1,1,7,2.0,21.0,32,25.0,19.0,0.59375,0.76,0.65625,0.84,0
2019-01-01,business,0,0,37,7.0,242.0,311,274.0,235.0,0.7556270096463023,0.8576642335766423,0.7781350482315113,0.8832116788321168,0
2019-01-01,business,0,1,16,4.0,145.0,192,176.0,141.0,0.734375,0.8011363636363636,0.7552083333333334,0.8238636363636364,0
2019-01-01,business,1,0,0,0.0,2.0,2,2.0,2.0,1.0,1.0,1.0,1.0,0
2019-01-01,business,1,1,0,0.0,2.0,3,3.0,2.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0
2019-01-01,other,0,0,3,4.0,45.0,58,55.0,41.0,0.7068965517241379,0.7454545454545455,0.7758620689655172,0.8181818181818182,0
2019-01-01,other,0,1,5,4.0,36.0,62,57.0,32.0,0.5161290322580645,0.5614035087719298,0.5806451612903226,0.631578947368421,0
2019-01-01,other,1,0,1,0.0,5.0,6,5.0,5.0,0.8333333333333334,1.0,0.8333333333333334,1.0,0
2019-01-01,other,1,1,20,4.0,52.0,127,107.0,48.0,0.3779527559055118,0.4485981308411215,0.4094488188976378,0.48598130841121495,0
2019-01-01,plus yearly,0,0,226,171.0,6463.0,8323,8097.0,6292.0,0.7559774119908687,0.777077930097567,0.7765228883815932,0.7981968630356923,0
2019-01-01,plus yearly,0,1,357,89.0,2593.0,3721,3364.0,2504.0,0.6729373824240795,0.7443519619500595,0.6968556839559258,0.7708085612366231,0
2019-01-01,plus yearly,1,0,0,0.0,1.0,2,2.0,1.0,0.5,0.5,0.5,0.5,0
2019-01-01,plus yearly,1,1,7,1.0,13.0,34,27.0,12.0,0.35294117647058826,0.4444444444444444,0.38235294117647056,0.48148148148148145,0
2019-01-01,premium yearly,0,0,30,0.0,138.0,197,167.0,138.0,0.700507614213198,0.8263473053892215,0.700507614213198,0.8263473053892215,0
2019-01-01,premium yearly,0,1,34,6.0,110.0,181,147.0,104.0,0.574585635359116,0.7074829931972789,0.6077348066298343,0.7482993197278912,0
2019-01-01,pro,0,0,71,35.0,1451.0,1818,1747.0,1416.0,0.7788778877887789,0.8105323411562679,0.7981298129812981,0.8305666857469949,0
2019-01-01,pro,0,1,98,26.0,671.0,908,810.0,645.0,0.710352422907489,0.7962962962962963,0.7389867841409692,0.828395061728395,0
2019-01-01,pro,1,1,26,2.0,33.0,73,47.0,31.0,0.4246575342465753,0.6595744680851063,0.4520547945205479,0.7021276595744681,0
2019-02-01,business,0,0,26,1.0,192.0,251,225.0,191.0,0.7609561752988048,0.8488888888888889,0.7649402390438247,0.8533333333333334,0
2019-02-01,business,0,1,17,3.0,98.0,131,114.0,95.0,0.7251908396946565,0.8333333333333334,0.7480916030534351,0.8596491228070176,0
2019-02-01,business,1,1,3,0.0,8.0,11,8.0,8.0,0.7272727272727273,1.0,0.7272727272727273,1.0,0
2019-02-01,other,0,0,1,0.0,40.0,51,50.0,40.0,0.7843137254901961,0.8,0.7843137254901961,0.8,0
2019-02-01,other,0,1,8,8.0,74.0,98,90.0,66.0,0.673469387755102,0.7333333333333333,0.7551020408163265,0.8222222222222222,0
2019-02-01,other,1,0,0,1.0,3.0,4,4.0,2.0,0.5,0.5,0.75,0.75,0
2019-02-01,other,1,1,17,1.0,60.0,133,116.0,59.0,0.44360902255639095,0.5086206896551724,0.45112781954887216,0.5172413793103449,0
2019-02-01,plus yearly,0,0,221,153.0,5999.0,7691,7470.0,5846.0,0.7601092185671564,0.7825970548862116,0.7800026004420751,0.8030789825970549,0
2019-02-01,plus yearly,0,1,364,103.0,2563.0,3655,3291.0,2460.0,0.6730506155950753,0.7474931631722881,0.7012311901504787,0.7787906411425098,0
2019-02-01,plus yearly,1,0,0,0.0,4.0,10,10.0,4.0,0.4,0.4,0.4,0.4,0
2019-02-01,plus yearly,1,1,2,2.0,45.0,111,109.0,43.0,0.38738738738738737,0.3944954128440367,0.40540540540540543,0.41284403669724773,0
2019-02-01,premium yearly,0,0,39,4.0,120.0,193,154.0,116.0,0.6010362694300518,0.7532467532467533,0.6217616580310881,0.7792207792207793,0
2019-02-01,premium yearly,0,1,33,6.0,98.0,157,124.0,92.0,0.5859872611464968,0.7419354838709677,0.6242038216560509,0.7903225806451613,0
2019-02-01,pro,0,0,89,42.0,1432.0,1802,1713.0,1390.0,0.7713651498335183,0.8114419147694104,0.7946725860155383,0.835960303561004,0
2019-02-01,pro,0,1,96,15.0,668.0,902,806.0,653.0,0.7239467849223947,0.8101736972704715,0.7405764966740577,0.8287841191066998,0
2019-02-01,pro,1,0,0,0.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0
2019-02-01,pro,1,1,31,1.0,44.0,98,67.0,43.0,0.4387755102040816,0.6417910447761194,0.4489795918367347,0.6567164179104478,0
2019-03-01,business,0,0,33,8.0,231.0,303,270.0,223.0,0.735973597359736,0.825925925925926,0.7623762376237624,0.8555555555555555,0
2019-03-01,business,0,1,17,4.0,108.0,149,132.0,104.0,0.697986577181208,0.7878787878787878,0.7248322147651006,0.8181818181818182,0
2019-03-01,business,1,1,7,0.0,3.0,12,5.0,3.0,0.25,0.6,0.25,0.6,0
2019-03-01,other,0,0,4,0.0,43.0,64,60.0,43.0,0.671875,0.7166666666666667,0.671875,0.7166666666666667,0
2019-03-01,other,0,1,5,4.0,79.0,106,101.0,75.0,0.7075471698113207,0.7425742574257426,0.7452830188679245,0.7821782178217822,0
2019-03-01,other,1,0,0,0.0,5.0,10,10.0,5.0,0.5,0.5,0.5,0.5,0
2019-03-01,other,1,1,19,0.0,50.0,118,99.0,50.0,0.423728813559322,0.5050505050505051,0.423728813559322,0.5050505050505051,0
2019-03-01,plus yearly,0,0,229,182.0,6363.0,8155,7926.0,6181.0,0.7579399141630901,0.7798385061821852,0.7802575107296137,0.8028009084027252,0
2019-03-01,plus yearly,0,1,413,94.0,2684.0,3831,3418.0,2590.0,0.6760636909423127,0.7577530719719134,0.700600365439833,0.7852545348156816,0
2019-03-01,plus yearly,1,0,2,0.0,20.0,43,41.0,20.0,0.46511627906976744,0.4878048780487805,0.46511627906976744,0.4878048780487805,0
2019-03-01,plus yearly,1,1,72,12.0,297.0,703,631.0,285.0,0.40540540540540543,0.45166402535657685,0.422475106685633,0.4706814580031696,0
2019-03-01,premium yearly,0,0,37,3.0,142.0,218,181.0,139.0,0.6376146788990825,0.7679558011049724,0.6513761467889908,0.7845303867403315,0
2019-03-01,premium yearly,0,1,41,4.0,97.0,175,134.0,93.0,0.5314285714285715,0.6940298507462687,0.5542857142857143,0.7238805970149254,0
2019-03-01,pro,0,0,110,53.0,1597.0,2045,1935.0,1544.0,0.7550122249388753,0.7979328165374677,0.7809290953545233,0.8253229974160207,0
2019-03-01,pro,0,1,90,19.0,673.0,917,827.0,654.0,0.7131952017448201,0.7908101571946796,0.7339149400218102,0.8137847642079806,0
2019-03-01,pro,1,0,0,1.0,1.0,2,2.0,0.0,0.0,0.0,0.5,0.5,0
2019-03-01,pro,1,1,30,1.0,46.0,99,69.0,45.0,0.45454545454545453,0.6521739130434783,0.46464646464646464,0.6666666666666666,0
2019-04-01,business,0,0,28,7.0,241.0,309,281.0,234.0,0.7572815533980582,0.8327402135231317,0.7799352750809061,0.8576512455516014,0
2019-04-01,business,0,1,27,3.0,127.0,182,155.0,124.0,0.6813186813186813,0.8,0.6978021978021978,0.8193548387096774,0
2019-04-01,business,1,0,0,0.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0
2019-04-01,business,1,1,4,0.0,2.0,8,4.0,2.0,0.25,0.5,0.25,0.5,0
2019-04-01,other,0,0,3,4.0,39.0,57,54.0,35.0,0.6140350877192983,0.6481481481481481,0.6842105263157895,0.7222222222222222,0
2019-04-01,other,0,1,4,5.0,57.0,74,70.0,52.0,0.7027027027027027,0.7428571428571429,0.7702702702702703,0.8142857142857143,0
2019-04-01,other,1,0,0,0.0,1.0,4,4.0,1.0,0.25,0.25,0.25,0.25,0
2019-04-01,other,1,1,12,0.0,22.0,85,73.0,22.0,0.25882352941176473,0.3013698630136986,0.25882352941176473,0.3013698630136986,0
2019-04-01,plus yearly,0,0,214,215.0,5625.0,7208,6994.0,5410.0,0.7505549389567148,0.7735201601372605,0.7803829078801332,0.8042607949671147,0
2019-04-01,plus yearly,0,1,325,93.0,2515.0,3504,3179.0,2422.0,0.6912100456621004,0.7618748033972947,0.7177511415525114,0.7911292859389745,0
2019-04-01,plus yearly,1,0,5,0.0,21.0,40,35.0,21.0,0.525,0.6,0.525,0.6,0
2019-04-01,plus yearly,1,1,77,8.0,308.0,724,647.0,300.0,0.4143646408839779,0.46367851622874806,0.425414364640884,0.4760432766615147,0
2019-04-01,premium yearly,0,0,37,7.0,135.0,203,166.0,128.0,0.6305418719211823,0.7710843373493976,0.6650246305418719,0.8132530120481928,0
2019-04-01,premium yearly,0,1,52,7.0,106.0,176,124.0,99.0,0.5625,0.7983870967741935,0.6022727272727273,0.8548387096774194,0
2019-04-01,pro,0,0,109,65.0,1410.0,1850,1741.0,1345.0,0.727027027027027,0.7725445146467548,0.7621621621621621,0.8098793796668581,0
2019-04-01,pro,0,1,65,23.0,656.0,879,814.0,633.0,0.7201365187713311,0.7776412776412777,0.7463026166097838,0.8058968058968059,0
2019-04-01,pro,1,0,2,0.0,0.0,2,0.0,0.0,0.0,,0.0,,0
2019-04-01,pro,1,1,27,4.0,72.0,131,104.0,68.0,0.5190839694656488,0.6538461538461539,0.549618320610687,0.6923076923076923,0
2019-05-01,business,0,0,36,7.0,246.0,332,296.0,239.0,0.7198795180722891,0.8074324324324325,0.7409638554216867,0.831081081081081,0
2019-05-01,business,0,1,28,7.0,127.0,176,148.0,120.0,0.6818181818181818,0.8108108108108109,0.7215909090909091,0.8581081081081081,0
2019-05-01,business,1,0,0,0.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0
2019-05-01,business,1,1,6,0.0,13.0,25,19.0,13.0,0.52,0.6842105263157895,0.52,0.6842105263157895,0
2019-05-01,other,0,0,3,1.0,45.0,63,60.0,44.0,0.6984126984126984,0.7333333333333333,0.7142857142857143,0.75,0
2019-05-01,other,0,1,7,2.0,66.0,86,79.0,64.0,0.7441860465116279,0.810126582278481,0.7674418604651163,0.8354430379746836,0
2019-05-01,other,1,0,0,0.0,0.0,5,5.0,0.0,0.0,0.0,0.0,0.0,0
2019-05-01,other,1,1,14,0.0,9.0,82,68.0,9.0,0.10975609756097561,0.1323529411764706,0.10975609756097561,0.1323529411764706,0
2019-05-01,plus yearly,0,0,211,183.0,5938.0,7677,7466.0,5755.0,0.7496417871564414,0.7708277524778998,0.7734792236550736,0.7953388695419233,0
2019-05-01,plus yearly,0,1,351,99.0,2426.0,3503,3152.0,2327.0,0.6642877533542678,0.738261421319797,0.6925492435055667,0.7696700507614214,0
2019-05-01,plus yearly,1,0,1,0.0,29.0,45,44.0,29.0,0.6444444444444445,0.6590909090909091,0.6444444444444445,0.6590909090909091,0
2019-05-01,plus yearly,1,1,80,15.0,359.0,780,700.0,344.0,0.441025641025641,0.49142857142857144,0.46025641025641023,0.5128571428571429,0
2019-05-01,premium yearly,0,0,46,9.0,143.0,232,186.0,134.0,0.5775862068965517,0.7204301075268817,0.6163793103448276,0.7688172043010753,0
2019-05-01,premium yearly,0,1,54,4.0,107.0,196,142.0,103.0,0.5255102040816326,0.7253521126760564,0.5459183673469388,0.7535211267605634,0
2019-05-01,pro,0,0,81,50.0,1478.0,1899,1818.0,1428.0,0.7519747235387045,0.7854785478547854,0.7783043707214323,0.812981298129813,0
2019-05-01,pro,0,1,91,32.0,680.0,932,841.0,648.0,0.6952789699570815,0.7705112960760999,0.7296137339055794,0.8085612366230678,0
2019-05-01,pro,1,0,0,0.0,7.0,7,7.0,7.0,1.0,1.0,1.0,1.0,0
2019-05-01,pro,1,1,41,7.0,82.0,161,120.0,75.0,0.4658385093167702,0.625,0.5093167701863354,0.6833333333333333,0
2019-06-01,business,0,0,32,10.0,232.0,304,272.0,222.0,0.7302631578947368,0.8161764705882353,0.7631578947368421,0.8529411764705882,0
2019-06-01,business,0,1,17,4.0,109.0,150,133.0,105.0,0.7,0.7894736842105263,0.7266666666666667,0.8195488721804511,0
2019-06-01,business,1,1,3,0.0,7.0,13,10.0,7.0,0.5384615384615384,0.7,0.5384615384615384,0.7,0
2019-06-01,other,0,0,3,3.0,31.0,39,36.0,28.0,0.717948717948718,0.7777777777777778,0.7948717948717948,0.8611111111111112,0
2019-06-01,other,0,1,12,4.0,43.0,70,58.0,39.0,0.5571428571428572,0.6724137931034483,0.6142857142857143,0.7413793103448276,0
2019-06-01,other,1,0,1,0.0,2.0,3,2.0,2.0,0.6666666666666666,1.0,0.6666666666666666,1.0,0
2019-06-01,other,1,1,12,0.0,3.0,63,51.0,3.0,0.047619047619047616,0.058823529411764705,0.047619047619047616,0.058823529411764705,0
2019-06-01,plus yearly,0,0,193,173.0,5286.0,6820,6627.0,5113.0,0.7497067448680352,0.7715406669684624,0.7750733137829912,0.7976459936622906,0
2019-06-01,plus yearly,0,1,300,62.0,2236.0,3138,2838.0,2174.0,0.6927979604843849,0.7660324171952079,0.7125557680050988,0.7878787878787878,0
2019-06-01,plus yearly,1,0,4,0.0,8.0,22,18.0,8.0,0.36363636363636365,0.4444444444444444,0.36363636363636365,0.4444444444444444,0
2019-06-01,plus yearly,1,1,59,8.0,295.0,698,639.0,287.0,0.41117478510028654,0.4491392801251956,0.42263610315186245,0.4616588419405321,0
2019-06-01,premium yearly,0,0,43,5.0,116.0,186,143.0,111.0,0.5967741935483871,0.7762237762237763,0.6236559139784946,0.8111888111888111,0
2019-06-01,premium yearly,0,1,34,6.0,84.0,149,115.0,78.0,0.5234899328859061,0.6782608695652174,0.5637583892617449,0.7304347826086957,0
2019-06-01,pro,0,0,59,38.0,1263.0,1604,1545.0,1225.0,0.763715710723192,0.7928802588996764,0.7874064837905237,0.8174757281553398,0
2019-06-01,pro,0,1,68,23.0,583.0,795,727.0,560.0,0.7044025157232704,0.7702888583218707,0.7333333333333333,0.8019257221458047,0
2019-06-01,pro,1,0,0,0.0,3.0,3,3.0,3.0,1.0,1.0,1.0,1.0,0
2019-06-01,pro,1,1,33,8.0,62.0,127,94.0,54.0,0.4251968503937008,0.574468085106383,0.4881889763779528,0.6595744680851063,0
2019-07-01,business,0,0,23,5.0,224.0,286,263.0,219.0,0.7657342657342657,0.8326996197718631,0.7832167832167832,0.8517110266159695,0
2019-07-01,business,0,1,26,3.0,126.0,175,149.0,123.0,0.7028571428571428,0.825503355704698,0.72,0.8456375838926175,0
2019-07-01,business,1,0,0,0.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0
2019-07-01,business,1,1,4,1.0,18.0,29,25.0,17.0,0.5862068965517241,0.68,0.6206896551724138,0.72,0
2019-07-01,other,0,0,7,3.0,44.0,55,48.0,41.0,0.7454545454545455,0.8541666666666666,0.8,0.9166666666666666,0
2019-07-01,other,0,1,5,2.0,44.0,64,59.0,42.0,0.65625,0.711864406779661,0.6875,0.7457627118644068,0
2019-07-01,other,1,0,0,0.0,0.0,2,2.0,0.0,0.0,0.0,0.0,0.0,0
2019-07-01,other,1,1,13,0.0,4.0,76,63.0,4.0,0.05263157894736842,0.06349206349206349,0.05263157894736842,0.06349206349206349,0
2019-07-01,plus yearly,0,0,184,130.0,5045.0,6490,6306.0,4915.0,0.7573189522342064,0.7794164287979702,0.7773497688751926,0.8000317158261973,0
2019-07-01,plus yearly,0,1,288,64.0,2128.0,3026,2738.0,2064.0,0.6820885657633841,0.7538349159970782,0.7032385988103106,0.7772096420745069,0
2019-07-01,plus yearly,1,0,2,0.0,20.0,39,37.0,20.0,0.5128205128205128,0.5405405405405406,0.5128205128205128,0.5405405405405406,0
2019-07-01,plus yearly,1,1,106,20.0,531.0,1086,980.0,511.0,0.4705340699815838,0.5214285714285715,0.4889502762430939,0.5418367346938775,0
2019-07-01,premium yearly,0,0,30,5.0,100.0,166,136.0,95.0,0.572289156626506,0.6985294117647058,0.6024096385542169,0.7352941176470589,0
2019-07-01,premium yearly,0,1,30,7.0,93.0,147,117.0,86.0,0.5850340136054422,0.7350427350427351,0.6326530612244898,0.7948717948717948,0
2019-07-01,pro,0,0,78,43.0,1315.0,1706,1628.0,1272.0,0.7456037514654161,0.7813267813267813,0.7708089097303634,0.8077395577395577,0
2019-07-01,pro,0,1,73,19.0,629.0,848,775.0,610.0,0.7193396226415094,0.7870967741935484,0.7417452830188679,0.8116129032258065,0
2019-07-01,pro,1,0,0,0.0,10.0,13,13.0,10.0,0.7692307692307693,0.7692307692307693,0.7692307692307693,0.7692307692307693,0
2019-07-01,pro,1,1,47,10.0,116.0,218,171.0,106.0,0.48623853211009177,0.6198830409356725,0.5321100917431193,0.6783625730994152,0
2019-08-01,business,0,0,27,7.0,201.0,257,230.0,194.0,0.754863813229572,0.8434782608695652,0.7821011673151751,0.8739130434782608,0
2019-08-01,business,0,1,24,4.0,95.0,144,120.0,91.0,0.6319444444444444,0.7583333333333333,0.6597222222222222,0.7916666666666666,0
2019-08-01,business,1,0,0,0.0,5.0,5,5.0,5.0,1.0,1.0,1.0,1.0,0
2019-08-01,business,1,1,10,2.0,17.0,40,30.0,15.0,0.375,0.5,0.425,0.5666666666666667,0
2019-08-01,other,0,0,2,1.0,37.0,48,46.0,36.0,0.75,0.782608695652174,0.7708333333333334,0.8043478260869565,0
2019-08-01,other,0,1,5,6.0,45.0,58,53.0,39.0,0.6724137931034483,0.7358490566037735,0.7758620689655172,0.8490566037735849,0
2019-08-01,other,1,0,0,0.0,0.0,2,2.0,0.0,0.0,0.0,0.0,0.0,0
2019-08-01,other,1,1,7,0.0,9.0,75,68.0,9.0,0.12,0.1323529411764706,0.12,0.1323529411764706,0
2019-08-01,plus yearly,0,0,161,137.0,4538.0,5839,5678.0,4401.0,0.7537249529028943,0.7750968650933427,0.7771878746360679,0.7992250792532581,0
2019-08-01,plus yearly,0,1,268,61.0,1976.0,2854,2586.0,1915.0,0.6709880868955851,0.7405259087393659,0.6923615977575333,0.7641144624903325,0
2019-08-01,plus yearly,1,0,3,0.0,28.0,41,38.0,28.0,0.6829268292682927,0.7368421052631579,0.6829268292682927,0.7368421052631579,0
2019-08-01,plus yearly,1,1,138,22.0,626.0,1243,1105.0,604.0,0.48592115848753015,0.5466063348416289,0.503620273531778,0.5665158371040724,0
2019-08-01,premium yearly,0,0,33,4.0,101.0,166,133.0,97.0,0.5843373493975904,0.7293233082706767,0.608433734939759,0.7593984962406015,0
2019-08-01,premium yearly,0,1,26,4.0,94.0,153,127.0,90.0,0.5882352941176471,0.7086614173228346,0.6143790849673203,0.7401574803149606,0
2019-08-01,pro,0,0,58,45.0,1133.0,1432,1374.0,1088.0,0.7597765363128491,0.7918486171761281,0.7912011173184358,0.8245997088791849,0
2019-08-01,pro,0,1,70,21.0,595.0,796,726.0,574.0,0.7211055276381909,0.790633608815427,0.7474874371859297,0.8195592286501377,0
2019-08-01,pro,1,0,1,2.0,10.0,17,16.0,8.0,0.47058823529411764,0.5,0.5882352941176471,0.625,0
2019-08-01,pro,1,1,41,10.0,130.0,217,176.0,120.0,0.5529953917050692,0.6818181818181818,0.5990783410138248,0.7386363636363636,0
2019-09-01,business,0,0,20,5.0,230.0,285,265.0,225.0,0.7894736842105263,0.8490566037735849,0.8070175438596491,0.8679245283018868,0
2019-09-01,business,0,1,16,1.0,126.0,157,141.0,125.0,0.7961783439490446,0.8865248226950354,0.802547770700637,0.8936170212765957,0
2019-09-01,business,1,0,0,1.0,11.0,12,12.0,10.0,0.8333333333333334,0.8333333333333334,0.9166666666666666,0.9166666666666666,0
2019-09-01,business,1,1,22,3.0,80.0,130,108.0,77.0,0.5923076923076923,0.7129629629629629,0.6153846153846154,0.7407407407407407,0
2019-09-01,other,0,0,2,1.0,31.0,43,41.0,30.0,0.6976744186046512,0.7317073170731707,0.7209302325581395,0.7560975609756098,0
2019-09-01,other,0,1,6,4.0,40.0,71,65.0,36.0,0.5070422535211268,0.5538461538461539,0.5633802816901409,0.6153846153846154,0
2019-09-01,other,1,0,0,0.0,1.0,4,4.0,1.0,0.25,0.25,0.25,0.25,0
2019-09-01,other,1,1,9,1.0,9.0,79,70.0,8.0,0.10126582278481013,0.11428571428571428,0.11392405063291139,0.12857142857142856,0
2019-09-01,plus yearly,0,0,176,177.0,4840.0,6176,6000.0,4663.0,0.7550194300518135,0.7771666666666667,0.783678756476684,0.8066666666666666,0
2019-09-01,plus yearly,0,1,253,69.0,2135.0,2955,2702.0,2066.0,0.6991539763113367,0.764618800888231,0.7225042301184433,0.7901554404145078,0
2019-09-01,plus yearly,1,0,2,0.0,69.0,102,100.0,69.0,0.6764705882352942,0.69,0.6764705882352942,0.69,0
2019-09-01,plus yearly,1,1,223,58.0,1525.0,2673,2450.0,1467.0,0.5488215488215489,0.5987755102040816,0.5705200149644594,0.6224489795918368,0
2019-09-01,premium yearly,0,0,30,5.0,123.0,178,148.0,118.0,0.6629213483146067,0.7972972972972973,0.6910112359550562,0.831081081081081,0
2019-09-01,premium yearly,0,1,30,3.0,92.0,166,136.0,89.0,0.536144578313253,0.6544117647058824,0.5542168674698795,0.6764705882352942,0
2019-09-01,pro,0,0,62,43.0,1249.0,1553,1491.0,1206.0,0.7765614938828075,0.8088531187122736,0.8042498390212492,0.8376928236083165,0
2019-09-01,pro,0,1,88,20.0,721.0,970,882.0,701.0,0.722680412371134,0.7947845804988662,0.743298969072165,0.8174603174603174,0
2019-09-01,pro,1,0,1,1.0,35.0,44,43.0,34.0,0.7727272727272727,0.7906976744186046,0.7954545454545454,0.813953488372093,0
2019-09-01,pro,1,1,67,29.0,433.0,661,594.0,404.0,0.6111951588502269,0.6801346801346801,0.6550680786686838,0.7289562289562289,0
2019-10-01,business,0,0,34,7.0,194.0,261,227.0,187.0,0.7164750957854407,0.8237885462555066,0.7432950191570882,0.8546255506607929,0
2019-10-01,business,0,1,26,3.0,103.0,149,123.0,100.0,0.6711409395973155,0.8130081300813008,0.6912751677852349,0.8373983739837398,0
2019-10-01,business,1,0,1,2.0,17.0,20,19.0,15.0,0.75,0.7894736842105263,0.85,0.8947368421052632,0
2019-10-01,business,1,1,31,3.0,104.0,168,137.0,101.0,0.6011904761904762,0.7372262773722628,0.6190476190476191,0.7591240875912408,0
2019-10-01,other,0,0,4,2.0,42.0,54,50.0,40.0,0.7407407407407407,0.8,0.7777777777777778,0.84,0
